image,modality,mounting,content_type,code_type,uncertain,x_center,y_center,width,height,norm_area
20250714_130631.jpg,phone_photo,wall,,,uncertain,0.554167,0.677778,0.035606,0.030303,0.00107897
20250714_140632.jpg,phone_photo,wall,alphabetic,,uncertain,0.081481,0.352525,0.03367,0.022222,0.00074822
20250714_140632.jpg,phone_photo,hung,alphanumeric,none,,0.440404,0.279293,0.051178,0.031313,0.00160256
20250714_140632.jpg,phone_photo,hung,unclear,,,0.656566,0.30303,0.060606,0.034343,0.00208142
20250714_140632.jpg,phone_photo,hung,alphanumeric,none,,0.789899,0.269697,0.044444,0.032323,0.00143659
20250714_140632.jpg,phone_photo,hung,alphanumeric,none,,0.977441,0.267172,0.045118,0.043434,0.00195966
20250714_140640.jpg,phone_photo,hung,unclear,,,0.016162,0.181313,0.032323,0.033333,0.00107744
20250714_140640.jpg,phone_photo,hung,unclear,,,0.090236,0.178283,0.03771,0.033333,0.00125701
20250714_140640.jpg,phone_photo,hung,unclear,,,0.169024,0.177273,0.020202,0.025253,0.00051015
20250714_141233.jpg,phone_photo,wall,alphanumeric,none,uncertain,0.090236,0.180303,0.072727,0.033333,0.00242424
20250714_141318.jpg,phone_photo,hung,alphanumeric,none,,0.117172,0.043939,0.086195,0.055556,0.00478863
20250714_141318.jpg,phone_photo,hung,alphanumeric,none,,0.338721,0.031818,0.098316,0.059596,0.00585927
20250714_141318.jpg,phone_photo,hung,alphanumeric,none,,0.59798,0.020707,0.115825,0.041414,0.00479679
20250714_141429.jpg,phone_photo,hung,alphabetic,none,,0.656566,0.055051,0.125253,0.108081,0.01353739
20250714_141512.jpg,phone_photo,wall,alphabetic,none,uncertain,0.926894,0.273737,0.049242,0.080808,0.00397919
20250714_141512.jpg,phone_photo,hung,unclear,,,0.96553,0.223737,0.017424,0.053535,0.00093281
20250714_141628.jpg,phone_photo,hung,alphanumeric,none,,0.709091,0.170707,0.081818,0.117172,0.00958678
20250714_141628.jpg,phone_photo,hung,alphanumeric,none,,0.955303,0.055556,0.089394,0.111111,0.00993266
20250714_141841.jpg,phone_photo,hung,unclear,,,0.06532,0.072727,0.041751,0.038384,0.00160256
20250714_141841.jpg,phone_photo,hung,unclear,,,0.154209,0.073232,0.044444,0.041414,0.00184063
20250714_141841.jpg,phone_photo,hung,unclear,,,0.817508,0.100505,0.03771,0.043434,0.00163793
20250714_141841.jpg,phone_photo,hung,unclear,,,0.914478,0.106061,0.040404,0.034343,0.00138761
20250714_141841.jpg,phone_photo,wall,alphabetic,,uncertain,0.740741,0.386869,0.026936,0.030303,0.00081624
20250714_141841.jpg,phone_photo,hung,unclear,,,0.841751,0.320202,0.03771,0.032323,0.00121892
20250714_141849.jpg,phone_photo,hung,unclear,,,0.020875,0.063636,0.041751,0.036364,0.00151821
20250714_141849.jpg,phone_photo,hung,unclear,,,0.099663,0.040404,0.059259,0.036364,0.00215488
20250714_141849.jpg,phone_photo,hung,unclear,,,0.212121,0.014646,0.07138,0.029293,0.00209094
20250714_141849.jpg,phone_photo,hung,unclear,,,0.852525,0.144949,0.053872,0.035354,0.00190457
20250714_141849.jpg,phone_photo,hung,unclear,,,0.958923,0.126768,0.03771,0.031313,0.00118083
20250714_141849.jpg,phone_photo,hung,unclear,,,0.878114,0.251515,0.024242,0.032323,0.00078359
20250714_141849.jpg,phone_photo,hung,unclear,,,0.950168,0.245455,0.03367,0.030303,0.0010203
20250714_141920.jpg,phone_photo,hung,alphabetic,,,0.08447,0.337879,0.058333,0.067677,0.00394781
20250714_141920.jpg,phone_photo,hung,alphanumeric,barcode,,0.140909,0.338384,0.054545,0.078788,0.00429752
20250714_141920.jpg,phone_photo,hung,alphabetic,none,,0.400379,0.324747,0.052273,0.065657,0.00343205
20250714_141920.jpg,phone_photo,hung,alphanumeric,barcode,,0.455682,0.324747,0.055303,0.063636,0.00351928
20250714_141920.jpg,phone_photo,hung,alphabetic,none,,0.721212,0.304545,0.059091,0.071717,0.00423783
20250714_141920.jpg,phone_photo,hung,alphanumeric,barcode,,0.781439,0.308081,0.059848,0.058586,0.00350627
20250714_141931.jpg,phone_photo,hung,alphanumeric,barcode,,0.425758,0.30101,0.077273,0.119192,0.00921028
20250714_141931.jpg,phone_photo,hung,alphabetic,none,,0.602652,0.039394,0.082576,0.078788,0.00650597
20250714_141931.jpg,phone_photo,hung,alphanumeric,barcode,,0.318561,0.466162,0.049242,0.075758,0.00373049
20250714_141931.jpg,phone_photo,hung,unclear,,,0.252652,0.570202,0.041667,0.059596,0.00248316
20250714_141931.jpg,phone_photo,hung,unclear,,,0.20303,0.644949,0.030303,0.051515,0.00156107
20250714_141931.jpg,phone_photo,hung,unclear,,,0.168939,0.691919,0.021212,0.040404,0.00085706
20250714_141931.jpg,phone_photo,hung,unclear,,,0.143939,0.722727,0.027273,0.035354,0.00096419
20250714_142146.jpg,phone_photo,hung,unclear,,,0.095623,0.084848,0.053872,0.056566,0.00304731
20250714_142146.jpg,phone_photo,hung,unclear,,,0.258586,0.160606,0.03771,0.054545,0.00205693
20250714_142146.jpg,phone_photo,hung,unclear,,,0.364983,0.199495,0.048485,0.055556,0.0026936
20250714_142146.jpg,phone_photo,hung,unclear,,,0.0633,0.416667,0.045791,0.035354,0.00161888
20250714_142146.jpg,phone_photo,hung,unclear,,,0.115152,0.424242,0.041751,0.036364,0.00151821
20250714_142151.jpg,phone_photo,wall,alphabetic,,,0.121886,0.245455,0.127946,0.109091,0.01395776
20250714_142151.jpg,phone_photo,hung,unclear,,,0.676094,0.332828,0.051178,0.033333,0.00170595
20250714_142151.jpg,phone_photo,hung,unclear,,,0.767003,0.335859,0.044444,0.031313,0.00139169
20250714_142151.jpg,phone_photo,hung,unclear,,,0.832997,0.341414,0.047138,0.028283,0.0013332
20250714_142151.jpg,phone_photo,hung,unclear,,,0.882155,0.340404,0.03771,0.038384,0.00144747
20250714_142151.jpg,phone_photo,hung,unclear,,,0.933333,0.343434,0.032323,0.034343,0.00111009
20250714_142151.jpg,phone_photo,hung,unclear,,,0.722559,0.334848,0.03367,0.033333,0.00112233
20250714_142220.jpg,phone_photo,hung,unclear,,,0.053872,0.390909,0.064646,0.032323,0.00208958
20250714_142220.jpg,phone_photo,hung,unclear,,,0.140067,0.389899,0.064646,0.028283,0.00182838
20250714_142220.jpg,phone_photo,hung,unclear,,,0.253199,0.393939,0.080808,0.030303,0.00244873
20250714_142220.jpg,phone_photo,hung,unclear,,,0.343434,0.394949,0.056566,0.040404,0.00228548
20250714_142220.jpg,phone_photo,hung,unclear,,,0.437037,0.389899,0.065993,0.040404,0.00266639
20250714_142220.jpg,phone_photo,hung,unclear,,,0.546128,0.390404,0.065993,0.023232,0.00153318
20250714_142220.jpg,phone_photo,hung,unclear,,,0.658586,0.391414,0.056566,0.029293,0.00165697
20250714_142220.jpg,phone_photo,hung,unclear,,,0.744781,0.392929,0.059259,0.032323,0.00191545
20250714_142220.jpg,phone_photo,hung,unclear,,,0.886869,0.39798,0.065993,0.030303,0.0019998
20250714_142220.jpg,phone_photo,hung,unclear,,,0.985522,0.397475,0.028956,0.033333,0.00096521
20250714_142430.jpg,phone_photo,hung,alphanumeric,none,,0.070034,0.130808,0.032323,0.033333,0.00107744
20250714_142430.jpg,phone_photo,hung,alphanumeric,none,,0.144108,0.127778,0.043098,0.029293,0.00126246
20250714_142430.jpg,phone_photo,hung,alphanumeric,none,,0.208754,0.119192,0.043098,0.036364,0.00156719
20250714_142430.jpg,phone_photo,hung,alphanumeric,none,,0.297643,0.105556,0.059259,0.035354,0.00209502
20250714_142430.jpg,phone_photo,hung,alphanumeric,none,,0.411448,0.089899,0.065993,0.046465,0.00306635
20250714_142430.jpg,phone_photo,hung,alphanumeric,none,,0.585185,0.064646,0.082155,0.048485,0.00398327
20250714_142430.jpg,phone_photo,hung,alphanumeric,none,,0.907744,0.027273,0.129293,0.052525,0.00679114
20250714_142437.jpg,phone_photo,hung,alphanumeric,none,,0.380471,0.040909,0.092929,0.063636,0.00591368
20250714_142506.jpg,phone_photo,hung,alphanumeric,none,,0.074747,0.041919,0.149495,0.083838,0.01253341
20250714_142506.jpg,phone_photo,hung,alphanumeric,none,,0.56431,0.105556,0.140067,0.081818,0.01146006
20250714_142506.jpg,phone_photo,hung,alphanumeric,none,,0.904377,0.187879,0.10101,0.062626,0.00632589
20250714_142729.jpg,phone_photo,hung,unclear,,,0.152862,0.279798,0.055219,0.034343,0.00189641
20250714_142729.jpg,phone_photo,hung,unclear,,,0.352189,0.329798,0.047138,0.041414,0.00195218
20250714_142729.jpg,phone_photo,hung,alphanumeric,none,,0.672054,0.140404,0.105051,0.135354,0.01421896
20250714_142729.jpg,phone_photo,hung,unclear,,,0.818182,0.060101,0.0633,0.047475,0.00300514
20250714_142729.jpg,phone_photo,hung,unclear,,,0.96835,0.029798,0.051178,0.045455,0.00232629
20250714_142729.jpg,phone_photo,wall,alphabetic,,uncertain,0.950168,0.467172,0.025589,0.029293,0.00074958
20250714_142746.jpg,phone_photo,hung,alphanumeric,none,,0.020202,0.297475,0.02963,0.045455,0.0013468
20250714_142746.jpg,phone_photo,hung,alphanumeric,none,,0.078114,0.286869,0.040404,0.036364,0.00146924
20250714_142746.jpg,phone_photo,hung,alphanumeric,none,,0.160943,0.269192,0.049832,0.043434,0.0021644
20250714_142746.jpg,phone_photo,hung,alphanumeric,none,,0.260606,0.258081,0.052525,0.039394,0.00206918
20250714_142746.jpg,phone_photo,hung,alphanumeric,none,,0.409428,0.226263,0.083502,0.052525,0.00438595
20250714_142746.jpg,phone_photo,hung,alphanumeric,none,,0.697643,0.175758,0.115825,0.066667,0.00772166
20250714_142755.jpg,phone_photo,hung,alphanumeric,none,,0.512458,0.088384,0.162963,0.09596,0.01563786
20250714_142821.jpg,phone_photo,hung,alphabetic,none,,0.022727,0.467677,0.045455,0.056566,0.00257117
20250714_142821.jpg,phone_photo,hung,alphanumeric,barcode,,0.172727,0.460101,0.057576,0.065657,0.00378023
20250714_142821.jpg,phone_photo,hung,alphanumeric,barcode,,0.402652,0.456566,0.056818,0.064646,0.00367309
20250714_142821.jpg,phone_photo,hung,alphanumeric,barcode,,0.589394,0.451515,0.057576,0.058586,0.00337313
20250714_142821.jpg,phone_photo,hung,alphanumeric,barcode,,0.881061,0.45303,0.060606,0.067677,0.00410162
20250714_142821.jpg,phone_photo,hung,alphabetic,none,,0.233712,0.458081,0.053788,0.067677,0.00364019
20250714_142821.jpg,phone_photo,hung,alphabetic,none,,0.458333,0.454545,0.051515,0.054545,0.00280992
20250714_142821.jpg,phone_photo,hung,alphabetic,none,,0.643561,0.455556,0.049242,0.050505,0.00248699
20250714_142821.jpg,phone_photo,hung,alphabetic,none,,0.940909,0.44899,0.056061,0.053535,0.00300122
20250714_143055.jpg,phone_photo,rack,alphanumeric,none,,0.00947,0.400505,0.018939,0.029293,0.00055479
20250714_143055.jpg,phone_photo,rack,alphanumeric,none,,0.063258,0.383333,0.026515,0.035354,0.0009374
20250714_143055.jpg,phone_photo,rack,alphanumeric,none,,0.216667,0.353535,0.036364,0.048485,0.00176309
20250714_143055.jpg,phone_photo,rack,alphanumeric,none,,0.317803,0.329293,0.046212,0.048485,0.00224059
20250714_143055.jpg,phone_photo,rack,alphanumeric,none,,0.441288,0.30202,0.053788,0.056566,0.00304255
20250714_143055.jpg,phone_photo,rack,alphanumeric,none,,0.634091,0.265152,0.068182,0.069697,0.00475207
20250714_143058.jpg,phone_photo,hung,alphanumeric,none,,0.196212,0.532828,0.022727,0.035354,0.00080349
20250714_143058.jpg,phone_photo,hung,alphanumeric,none,,0.292045,0.466667,0.023485,0.022222,0.00052189
20250714_143058.jpg,phone_photo,hung,alphanumeric,none,,0.259848,0.474747,0.019697,0.026263,0.00051729
20250714_143058.jpg,phone_photo,hung,alphanumeric,none,,0.332576,0.45202,0.024242,0.029293,0.00071013
20250714_143058.jpg,phone_photo,hung,alphanumeric,none,,0.540152,0.389394,0.048485,0.045455,0.00220386
20250714_143058.jpg,phone_photo,hung,alphanumeric,none,,0.65947,0.350505,0.061364,0.060606,0.00371901
20250714_143058.jpg,phone_photo,hung,alphanumeric,none,,0.885606,0.286364,0.084848,0.087879,0.00745638
20250714_143120.jpg,phone_photo,hung,alphanumeric,barcode,,0.175379,0.114141,0.049242,0.064646,0.00318335
20250714_143120.jpg,phone_photo,hung,unclear,,,0.320076,0.188384,0.026515,0.051515,0.00136593
20250714_143120.jpg,phone_photo,wall,unclear,,,0.342424,0.341414,0.012121,0.024242,0.00029385
20250714_143120.jpg,phone_photo,hung,unclear,,,0.394318,0.227778,0.02197,0.035354,0.00077671
20250714_143120.jpg,phone_photo,hung,unclear,,,0.460227,0.277273,0.020455,0.043434,0.00088843
20250714_143130.jpg,phone_photo,hung,unclear,,,0.351894,0.131313,0.02803,0.050505,0.00141567
20250714_143156.jpg,phone_photo,wall,alphanumeric,,,0.351515,0.388889,0.021212,0.026263,0.00055709
20250714_143156.jpg,phone_photo,hung,unclear,,,0.432955,0.326263,0.032576,0.046465,0.00151362
20250714_143156.jpg,phone_photo,hung,unclear,,,0.683712,0.382828,0.017424,0.028283,0.00049281
20250714_143156.jpg,phone_photo,hung,unclear,,,0.726136,0.10101,0.029545,0.050505,0.00149219
20250714_143156.jpg,phone_photo,hung,unclear,,,0.784091,0.170707,0.030303,0.038384,0.00116315
20250714_143156.jpg,phone_photo,hung,unclear,,,0.639773,0.313636,0.017424,0.021212,0.00036961
20250714_143156.jpg,phone_photo,hung,unclear,,,0.732955,0.29899,0.025,0.030303,0.00075758
20250714_143156.jpg,phone_photo,hung,unclear,,,0.786364,0.293434,0.019697,0.031313,0.00061677
20250714_143156.jpg,phone_photo,hung,alphanumeric,,,0.819318,0.284848,0.025,0.028283,0.00070707
20250714_143214.jpg,phone_photo,hung,alphanumeric,barcode,,0.183712,0.463636,0.065909,0.068687,0.00452709
20250714_143214.jpg,phone_photo,hung,alphanumeric,barcode,,0.267803,0.469192,0.056818,0.065657,0.00373049
20250714_143214.jpg,phone_photo,hung,alphanumeric,barcode,,0.605303,0.490909,0.043939,0.058586,0.00257423
20250714_143214.jpg,phone_photo,hung,alphanumeric,barcode,,0.653409,0.495455,0.041667,0.065657,0.00273569
20250714_143214.jpg,phone_photo,hung,alphanumeric,barcode,,0.954167,0.519192,0.037121,0.058586,0.00217478
20250714_143223.jpg,phone_photo,hung,alphanumeric,barcode,,0.207955,0.524242,0.058333,0.066667,0.00388889
20250714_143223.jpg,phone_photo,hung,alphanumeric,barcode,,0.285606,0.520707,0.054545,0.065657,0.00358127
20250714_143223.jpg,phone_photo,hung,alphanumeric,barcode,,0.642424,0.504545,0.056061,0.075758,0.00424702
20250714_143223.jpg,phone_photo,hung,alphanumeric,barcode,,0.704167,0.498485,0.050758,0.063636,0.00323003
20250714_143314.jpg,phone_photo,hung,alphanumeric,qr,,0.262879,0.466667,0.042424,0.048485,0.00205693
20250714_143314.jpg,phone_photo,hung,unclear,,,0.648864,0.464646,0.035606,0.050505,0.00179829
20250714_143314.jpg,phone_photo,hung,alphanumeric,,,0.945833,0.64596,0.075,0.065657,0.00492424
20250714_143314.jpg,phone_photo,wall,alphanumeric,,,0.050758,0.822222,0.024242,0.022222,0.00053872
20250714_143314.jpg,phone_photo,wall,alphanumeric,,,0.350379,0.823232,0.020455,0.024242,0.00049587
20250714_143314.jpg,phone_photo,wall,unclear,,,0.726894,0.800505,0.020455,0.031313,0.0006405
20250714_143319.jpg,phone_photo,wall,alphanumeric,,,0.258333,0.408586,0.019697,0.025253,0.0004974
20250714_143319.jpg,phone_photo,hung,alphanumeric,,,0.805682,0.279293,0.046212,0.051515,0.00238062
20250714_143324.jpg,phone_photo,hung,unclear,,,0.053409,0.266162,0.031061,0.033333,0.00103535
20250714_143324.jpg,phone_photo,hung,unclear,,,0.39053,0.135859,0.038636,0.053535,0.00206841
20250714_143324.jpg,phone_photo,hung,unclear,,,0.182955,0.293939,0.02803,0.040404,0.00113254
20250714_143324.jpg,phone_photo,hung,unclear,,,0.233333,0.317172,0.024242,0.042424,0.00102847
20250714_143324.jpg,phone_photo,hung,unclear,,,0.286742,0.345455,0.023485,0.042424,0.00099633
20250714_143324.jpg,phone_photo,wall,alphanumeric,none,,0.936364,0.45202,0.025758,0.031313,0.00080655
20250714_143324.jpg,phone_photo,wall,alphabetic,,,0.185985,0.479798,0.026515,0.040404,0.00107132
20250714_143336.jpg,phone_photo,wall,alphanumeric,,,0.308333,0.318687,0.025758,0.025253,0.00065044
20250714_143336.jpg,phone_photo,wall,alphanumeric,,,0.876894,0.309091,0.025,0.028283,0.00070707
20250714_143340.jpg,phone_photo,hung,alphanumeric,qr,,0.154924,0.419192,0.059848,0.066667,0.0039899
20250714_143340.jpg,phone_photo,hung,alphanumeric,qr,,0.811742,0.408586,0.058333,0.073737,0.00430135
20250714_143346.jpg,phone_photo,wall,alphabetic,none,,0.140152,0.461111,0.034848,0.057576,0.00200643
20250714_143346.jpg,phone_photo,hung,alphanumeric,,,0.127652,0.134848,0.038636,0.067677,0.00261478
20250714_143346.jpg,phone_photo,hung,alphanumeric,,,0.207955,0.179293,0.035606,0.047475,0.00169039
20250714_143346.jpg,phone_photo,hung,unclear,,,0.293561,0.220202,0.029545,0.054545,0.00161157
20250714_143346.jpg,phone_photo,wall,alphanumeric,none,,0.663258,0.435859,0.017424,0.033333,0.00058081
20250714_143346.jpg,phone_photo,hung,unclear,,,0.339773,0.24697,0.023485,0.045455,0.00106749
21.jpg,video_frame,wall,alphanumeric,qr,,0.493605,0.277778,0.392996,0.246465,0.09685951
22.jpg,video_frame,hung,alphanumeric,barcode,,0.551356,0.345455,0.303645,0.258586,0.0785184
23.jpg,video_frame,hung,alphanumeric,barcode,,0.408654,0.239899,0.154724,0.136364,0.02109877
24.jpg,video_frame,wall,alphanumeric,qr,,0.307725,0.382323,0.154532,0.085859,0.01326794
25.jpg,video_frame,hung,alphanumeric,none,,0.638192,0.407071,0.137457,0.135354,0.01860526
26.jpg,video_frame,wall,alphanumeric,barcode,,0.682322,0.290909,0.162347,0.135354,0.02197426
27.jpg,video_frame,hung,alphanumeric,barcode,,0.497162,0.274242,0.125379,0.118182,0.01481749
28.jpg,video_frame,wall,alphanumeric,qr,,0.674182,0.39697,0.15473,0.094949,0.01469157
29.jpg,video_frame,hung,alphanumeric,barcode,,0.623131,0.279293,0.130727,0.122222,0.01597772
3.jpg,video_frame,wall,alphanumeric,barcode,,0.806623,0.388889,0.174077,0.131313,0.02285856
30.jpg,video_frame,wall,alphanumeric,qr,,0.574562,0.285354,0.140896,0.112121,0.01579742
31.jpg,video_frame,wall,alphanumeric,qr,,0.4917,0.276768,0.120362,0.088889,0.01069882
32.jpg,video_frame,hung,alphanumeric,barcode,,0.530238,0.192424,0.147568,0.116162,0.01714177
33.jpg,video_frame,wall,alphanumeric,barcode,,0.619393,0.157576,0.129917,0.10101,0.01312293
34.jpg,video_frame,wall,alphanumeric,barcode,,0.711985,0.355556,0.114222,0.092929,0.01061458
35.jpg,video_frame,hung,alphanumeric,none,,0.378931,0.195455,0.183912,0.154545,0.02842283
35.jpg,video_frame,hung,alphanumeric,none,,0.589941,0.392424,0.115501,0.093939,0.01085005
35.jpg,video_frame,hung,unclear,,,0.426464,0.538889,0.06397,0.057576,0.00368309
35.jpg,video_frame,wall,unclear,,,0.597937,0.560606,0.076408,0.064646,0.00493951
36.jpg,video_frame,wall,alphanumeric,none,,0.355183,0.293434,0.0958,0.110101,0.01054769
36.jpg,video_frame,wall,alphanumeric,none,,0.869431,0.611616,0.077725,0.063636,0.00494611
37.jpg,video_frame,hung,alphanumeric,none,,0.567746,0.221212,0.141489,0.107071,0.0151493
37.jpg,video_frame,hung,alphanumeric,none,,0.581626,0.471717,0.092236,0.070707,0.00652176
37.jpg,video_frame,hung,unclear,,,0.586999,0.586364,0.070744,0.055556,0.00393024
38.jpg,video_frame,wall,alphanumeric,none,,0.548866,0.345455,0.148342,0.119192,0.01768117
38.jpg,video_frame,wall,alphabetic,none,,0.837458,0.518687,0.040457,0.083838,0.00339184
38.jpg,video_frame,wall,alphanumeric,none,,0.909382,0.528788,0.083611,0.075758,0.00633417
39.jpg,video_frame,wall,alphanumeric,none,,0.372527,0.265657,0.119997,0.111111,0.01333298
39.jpg,video_frame,wall,alphanumeric,none,,0.917438,0.428283,0.083281,0.068687,0.00572034
4.jpg,video_frame,wall,alphanumeric,barcode,,0.111834,0.250505,0.118413,0.145455,0.01722366
4.jpg,video_frame,wall,alphanumeric,barcode,,0.345623,0.313131,0.090075,0.111111,0.01000829
4.jpg,video_frame,wall,alphanumeric,barcode,,0.479723,0.342929,0.068821,0.108081,0.00743823
40.jpg,video_frame,wall,alphanumeric,none,,0.50673,0.237879,0.080861,0.079798,0.00645256
40.jpg,video_frame,wall,alphanumeric,none,,0.446534,0.731313,0.095237,0.086869,0.00827308
41.jpg,video_frame,hung,alphanumeric,none,,0.411758,0.242929,0.135311,0.110101,0.01489789
41.jpg,video_frame,hung,alphanumeric,none,,0.499576,0.54798,0.076169,0.061616,0.00469321
41.jpg,video_frame,wall,unclear,,,0.547069,0.661616,0.049286,0.040404,0.00199133
42.jpg,video_frame,wall,alphanumeric,none,,0.115152,0.242424,0.104356,0.117172,0.01222758
42.jpg,video_frame,wall,unclear,,,0.821354,0.409596,0.04858,0.081818,0.00397469
43.jpg,video_frame,hung,alphanumeric,none,,0.521276,0.161616,0.152788,0.125253,0.01913705
43.jpg,video_frame,hung,alphanumeric,none,,0.657437,0.388889,0.092571,0.080808,0.00748052
44.jpg,video_frame,hung,alphanumeric,none,,0.357865,0.239394,0.136243,0.113131,0.01541336
44.jpg,video_frame,wall,alphanumeric,none,,0.581304,0.489899,0.096278,0.088889,0.00855808
44.jpg,video_frame,wall,alphanumeric,none,,0.837441,0.558081,0.085379,0.071717,0.00612314
45.jpg,video_frame,hung,alphanumeric,none,,0.511389,0.205051,0.134813,0.107071,0.01443449
45.jpg,video_frame,hung,alphanumeric,none,,0.354557,0.440909,0.097964,0.083838,0.00821313
45.jpg,video_frame,hung,unclear,,,0.299284,0.571717,0.066508,0.052525,0.00349333
45.jpg,video_frame,hung,unclear,,,0.270524,0.608586,0.053925,0.045455,0.00245114
45.jpg,video_frame,wall,unclear,,,0.794047,0.601515,0.053026,0.057576,0.00305303
46.jpg,video_frame,wall,alphanumeric,none,,0.265782,0.252525,0.095915,0.10101,0.00968835
46.jpg,video_frame,wall,alphanumeric,none,,0.752078,0.425758,0.107568,0.118182,0.01271256
46.jpg,video_frame,wall,unclear,,,0.905363,0.628283,0.062748,0.070707,0.00443672
47.jpg,video_frame,hung,alphanumeric,none,,0.561979,0.142424,0.243018,0.179798,0.04369416
47.jpg,video_frame,hung,unclear,,,0.765686,0.574747,0.057181,0.046465,0.00265688
47.jpg,video_frame,hung,unclear,,,0.822866,0.630808,0.053607,0.045455,0.00243668
48.jpg,video_frame,wall,alphanumeric,none,,0.285201,0.388889,0.150857,0.131313,0.01980956
48.jpg,video_frame,hung,alphanumeric,none,,0.906037,0.291414,0.133897,0.093939,0.01257821
49.jpg,video_frame,wall,alphanumeric,none,,0.515027,0.215152,0.126436,0.10101,0.01277129
49.jpg,video_frame,wall,alphanumeric,none,,0.923954,0.512121,0.1061,0.080808,0.00857373
5.jpg,video_frame,wall,alphanumeric,barcode,,0.450505,0.265152,0.151515,0.120202,0.01821243
50.jpg,video_frame,wall,alphanumeric,none,,0.348749,0.459596,0.121068,0.137374,0.01663159
50.jpg,video_frame,wall,alphanumeric,none,,0.75758,0.35404,0.116551,0.152525,0.01777693
51.jpg,video_frame,hung,alphanumeric,none,,0.440659,0.175253,0.223049,0.160606,0.03582308
51.jpg,video_frame,hung,unclear,,,0.840062,0.479293,0.106084,0.083838,0.00889395
52.jpg,video_frame,wall,alphanumeric,none,,0.514795,0.259596,0.100731,0.088889,0.00895383
53.jpg,video_frame,hung,alphanumeric,none,,0.456716,0.198485,0.261366,0.182828,0.04778503
53.jpg,video_frame,hung,alphanumeric,none,,0.413604,0.561111,0.106881,0.079798,0.00852893
53.jpg,video_frame,hung,unclear,,,0.411359,0.692929,0.06826,0.052525,0.0035854
54.jpg,video_frame,wall,alphanumeric,none,,0.661265,0.416667,0.149144,0.126263,0.01883132
54.jpg,video_frame,hung,unclear,,,0.200805,0.308081,0.148246,0.111111,0.01647173
55.jpg,video_frame,wall,alphanumeric,none,,0.336387,0.288384,0.188595,0.156566,0.02952744
56.jpg,video_frame,wall,alphanumeric,none,,0.575308,0.404545,0.168229,0.136364,0.02294034
57.jpg,video_frame,hung,alphanumeric,none,,0.585554,0.284343,0.194431,0.130303,0.02533498
57.jpg,video_frame,hung,alphanumeric,none,,0.701761,0.525758,0.130224,0.091919,0.01197006
58.jpg,video_frame,wall,alphanumeric,none,,0.710954,0.343939,0.235498,0.237374,0.055901
59.jpg,video_frame,hung,alphanumeric,none,,0.267127,0.185859,0.173901,0.153535,0.0267
59.jpg,video_frame,wall,unclear,,,0.217825,0.465152,0.050198,0.061616,0.00309303
59.jpg,video_frame,wall,unclear,,,0.761939,0.545455,0.116532,0.080808,0.00941671
6.jpg,video_frame,hung,alphanumeric,barcode,,0.518182,0.194949,0.181211,0.145455,0.02635795
